,abstract_id,line_id,abstract_text,line_number,total_lines,target
31735,24678612,24678612_4_17,"Households in the intervention villages received mosquito repellent ( i.e. , Buzz-Off petroleum jelly , essential oil blend ) applied every evening .",4,17,METHODS
38412,25002196,25002196_6_12,The primary outcome measures include the scores of IBS-quality of life ( IBS-QOL ) rating scale and IBS-symptom severity scale ( IBS-SSS ) rating scale .,6,12,METHODS
124643,25707081,25707081_7_15,155 subjects completed the study .,7,15,RESULTS
70060,24295507,24295507_0_7,To evaluate the efficacy of a stand-alone personalized normative feedback ( PNF ) intervention targeting misperceptions of gambling among college students .,0,7,OBJECTIVE
174898,24513239,24513239_12_13,Further studies are needed to identify predictors of `` nonresponse '' in patients with a pattern 3 .,12,13,CONCLUSIONS
112196,25671826,25671826_10_14,"Meanwhile , our study also demonstrated that the mean eGFR levels in LAM add-on group was decreased from 99.6 8.71 at baseline to 86.4 9.83 at the end of 48 weeks , which was significantly higher than that in the ETV monotherapy group ( P < 0.05 ) .",10,14,RESULTS
4946,24903467,24903467_3_8,"Patients ( n = 2,185 ) were randomized to receive once-daily bardoxolone methyl ( 20 mg ) or placebo .",3,8,METHODS
174486,25333885,25333885_4_10,Participants in the experimental condition also completed these measures at a 3-month follow-up .,4,10,METHODS
119520,24499959,24499959_0_12,The aim of the present study was to determine ( 1 ) whether successful intraoperative electromyography monitoring for lateral spread response ( LSR ) is possible with partial neuromuscular blockade ( NMB ) in subjects undergoing microvascular decompression ( MVD ) for hemifacial spasm and ( 2 ) the adequate level of NMB to achieve that goal .,0,12,OBJECTIVE
122345,25152290,25152290_0_7,To compare the application of Coopdech bronchial blocker and double lumen bronchial tube during one lung ventilation in children .,0,7,OBJECTIVE
166403,24581940,24581940_4_20,"Patients were randomly assigned centrally in a 1:1 ratio , using a computer-based minimisation algorithm stratifying by risk of seminal vesicle invasion and centre to either the control group ( 64 Gy in 32 fractions , the standard dose at the time the trial was designed ) or the escalated-dose group ( 74 Gy in 37 fractions ) .",4,20,METHODS
102640,25667151,25667151_4_14,"A single centre randomised controlled trial with concealed allocation , assessor blinding and intention-to-treat analysis .",4,14,METHODS
144994,24721888,24721888_8_9,"Patients with ADPKD receiving LD rapamycin demonstrated a significant increase in iGFR compared with those receiving standard care , without a significant effect on TKV after 12 months .",8,9,CONCLUSIONS
109306,24498404,24498404_0_10,School-based intervention studies promoting a healthy lifestyle have shown favorable immediate health effects .,0,10,BACKGROUND
72953,25233867,25233867_6_7,ClinicalTrials.gov Identifier : NCT01908959 .,6,7,BACKGROUND
109970,25342100,25342100_12_15,"In the trial , objective measurements including ERPs and HRV are used to evaluate states of cognition and autonomic nervous system functioning and subjective self-report questionnaires assess insomnia symptoms .",12,15,CONCLUSIONS
39155,24337589,24337589_7_14,Time to reach C ( max ) ( T ( max ) ) of CKD-810 ( 0.94 h ) versus reference docetaxel ( 0.97 h ) was also not significantly different .,7,14,RESULTS
44560,25109096,25109096_10_16,The characteristics of women from the IPV and non-IPV groups were similar and together were comparable to all women who gave birth in north-west Melbourne .,10,16,RESULTS
103946,24970272,24970272_9_13,There was no detectable placental transfer of HES in six umbilical cord blood samples analysed in the HES group .,9,13,RESULTS
59774,25527244,25527244_5_17,A breastfed reference group was also enrolled ( n = 30 ) .,5,17,METHODS
18909,25819484,25819484_12_18,"Some combinations of signs increased the absolute risk of symptomatic intracranial haemorrhage ( eg , both old infarct and hyperattenuated artery , excess with alteplase 138 % , 95 % CI 69-207 ; both signs absent , excess 32 % , 14-51 ) .",12,18,RESULTS
72493,25345739,25345739_6_11,"Nausea , decreased appetite , and dry mouth were reported with significantly greater frequency by atomoxetine-treated patients , and only one placebo-treated patient discontinued because of adverse event .",6,11,RESULTS
47323,24417404,24417404_5_11,Venous blood collected 2 - and 20-h post-exposures was measured for HDL-mediated efflux of [ ( 3 ) H ] - cholesterol from cells and 20-h exposures for HDL anti-oxidant capacity by a fluorescent assay and paraoxonase activity .,5,11,METHODS
82051,25307886,25307886_6_15,A total of 75 patients in the OLP group and 70 patients in the PPG group were included in the analysis .,6,15,RESULTS
92308,24460303,24460303_0_12,To assess the effects of perioperative comprehensive supportive care interventions on outcome of Chinese esophageal cancer patients in a prospective study .,0,12,OBJECTIVE
39575,25156528,25156528_1_13,"The analytic sample was N = 1,236 participants with complete 3-month data on all mediating variables .",1,13,METHODS
83493,25682579,25682579_10_13,No statistically significant differences on any baseline values were found between the 2 treatment groups .,10,13,RESULTS
96430,25107685,25107685_8_14,"The most common neuropsychiatric comorbidities were learning disability and developmental delay , cerebral palsy , and mental retardation .",8,14,RESULTS
79856,25443996,25443996_5_12,"Usual care involved psychotherapy , pharmaceutical interventions , and group therapy .",5,12,METHODS
29806,25163103,25163103_10_21,Regression analyses compared earnings of intervention vs. control group subjects .,10,21,METHODS
3949,24557425,24557425_8_15,Thirty-one patients were allocated to vasopressin + hydrocortisone and 30 patients to vasopressin + placebo .,8,15,RESULTS
9572,24556754,24556754_5_17,"For the next day , the sequence was reversed for each child .",5,17,METHODS
91329,24535604,24535604_15_16,( Registered at Clinicaltrials.gov . ),15,16,CONCLUSIONS
75895,25188501,25188501_0_13,"To evaluate aripiprazole once-monthly ( AOM ) , a long-acting injectable suspension of aripiprazole , as acute treatment in patients with schizophrenia ( DSM-IV-TR ) .",0,13,OBJECTIVE
69158,24290078,24290078_2_11,A total of 1752 inner-city infants born between 1960 and 1965 were followed prospectively as a part of the Collaborative Perinatal Project ( CPP ) and the Johns Hopkins Pathways to Adulthood Study .,2,11,METHODS
118604,25700288,25700288_5_16,Patients were randomized at a median ( interquartile range ) time of 9.3 hours ( 14.1 ) from symptom onset .,5,16,RESULTS
35562,24794368,24794368_0_14,Biliary atresia is the most common cause of end-stage liver disease in children .,0,14,OBJECTIVE
115622,24351079,24351079_1_13,"This was a randomized , double-blind , placebo-controlled trial .",1,13,METHODS
55347,25126034,25126034_5_10,There was good agreement between apnea hypopnea index on PSG ; AHIPSG and AHI on home PM ( mean 2 SD of the differences = 0.64 46.5 and intraclass correlation coefficient ; ICC = 0.73 ) .,5,10,RESULTS
103432,25635577,25635577_3_9,The authors also report AEs of special interest from 8 other completed Phase 2 studies and 2 ongoing studies .,3,9,METHODS
162981,24708570,24708570_1_16,"Previous investigations have shown promising results of physical exercise for relieving pain among different occupational groups , but the question remains whether such physical exercise should be performed at the workplace or conducted as home-based exercise .",1,16,BACKGROUND
105949,24366103,24366103_11_15,Secondary analyses demonstrated nonfutility of inosine treatment for slowing disability .,11,15,METHODS
29913,25545744,25545744_5_12,Ninety three patients completed the intervention .,5,12,RESULTS
124838,25134285,25134285_5_8,"The mean cervical widths for control group was 9.0 + / - 1.1 mm and the mean post-treatment cervical widths for the sublingual , vaginal , and rectal groups were 7.1 + / - 1.1 mm , 8.9 + / - 1.3 mm , and 8.6 + / - 1.5 mm , respectively .",5,8,RESULTS
164564,24693675,24693675_7_14,Ulcer formation was evaluated using an endoscopic examination .,7,14,METHODS
151512,24589938,24589938_9_20,Complete case analysis and multiple imputation analyses were considered as secondary analyses .,9,20,METHODS
17951,25583911,25583911_1_12,Evidence suggests that online family problem-solving therapy ( FPST ) may be effective in reducing adolescent behavioral morbidity .,1,12,BACKGROUND
153933,24585721,24585721_7_11,Clinical objective response did not differ between treatment arms ( 72.9 % versus 73.7 % ) .,7,11,RESULTS
5932,25413974,25413974_2_15,The Department for Education wants to know if the use of a structured decision-making tool can improve child protection assessments of risk .,2,15,BACKGROUND
29350,25727519,25727519_0_8,To determine changes in spinal reflex excitability of the soleus and fibularis longus muscles before and after fibular taping intervention .,0,8,OBJECTIVE
121522,25455987,25455987_10_20,No serious adverse events were identified .,10,20,RESULTS
166029,24952693,24952693_4_16,HF-ACTION ( Heart Failure : A Controlled Trial Investigating Outcomes of Exercise Training ) was a randomized controlled trial of exercise training versus usual care in patients with chronic heart failure due to left ventricular systolic dysfunction ( left ventricular ejection fraction35 % ) .,4,16,METHODS
54376,25132803,25132803_6_11,Repetitive clamping and reperfusion of the femoral artery resulted in significant cyclic decrease and increase of muscle rSO2 ( p < 0.0001 ) .,6,11,RESULTS
69109,24601050,24601050_3_21,"First group including 22 women receive ten mg MPA , for ten days during a month for three months .",3,21,METHODS
51364,25607833,25607833_4_21,"Baseline , posttreatment , and 6-month follow-up assessments were made .",4,21,METHODS
90219,25703461,25703461_5_10,"Compared with group A , the iDose algorithm in group B yielded a higher contrast-to-noise ratio ( CNR ; 48.1 10.1 , p < 0.05 ) , a higher signal-to-noise ratio ( SNR ; 13.8 5.4 , p < 0.05 ) , and a lower standard deviation ( SD ; 30.3 6.9 , p < 0.05 ) .",5,10,RESULTS
119039,25542267,25542267_0_13,"The potential effect of onartuzumab , when administered with or without bevacizumab in combination with weekly paclitaxel , on the corrected QT interval ( QTc ) and other electrocardiogram ( ECG ) parameters , was investigated in a randomized , phase 2 study OAM4861g of first - or second-line therapy in patients with locally recurrent or metastatic triple-negative breast cancer .",0,13,OBJECTIVE
162477,25270857,25270857_11_17,"Patients will be followed up until hospital discharge , death or 60days after the trial intervention on a first come , first served basis .",11,17,METHODS
49382,24345793,24345793_9_13,"High thyroid-stimulating hormone levels , indicating suboptimal levels of circulating thyroid hormones , were predictive for positive treatment outcome in women treated with levothyroxine in a linear regression model ( F3 = 3.47 ; P = .05 ) .",9,13,RESULTS
72934,24321380,24321380_8_9,"IPPB demonstrated a greater effectiveness to improve dyspnea and quality of life tools ( MRC , CAT ) than TPEP .",8,9,CONCLUSIONS
57699,24984771,24984771_3_9,Subjects in Group B did not undergo any training .,3,9,METHODS
98433,25193531,25193531_4_12,The main secondary end point was percentage of participants with one or more nocturnal confirmed ( 3.9 mmol/L [ 70 mg/dL ] ) or severe hypoglycemic events from week 9 to month 6 .,4,12,METHODS
144076,25064437,25064437_0_12,"Peginterferon lambda-1a ( Lambda ) is a type-III interferon with similar antiviral activity to alfa interferons but with a diminished extrahepatic receptor distribution , reducing the risk for extrahepatic adverse events .",0,12,OBJECTIVE
